 

stn;time;breclod0;brefard0;dkl010d0;fu3010d0;fu3010d1;gre000d0;hns000d0;hto000d0;pp0qnhd0;rka150d0;sremaxdv;su2000d0;tre200d0;tre200dn;tre200dv;tre200dx;ure200d0
SMA;20171013;0;0;63;2.9;14.0;158;0;0;1028.6;0.1;100;10.3;13.5;9.4;3.0;19.5;81.2
SMA;20171014;0;0;56;3.2;14.8;156;0;0;1028.9;0.0;100;10.2;13.4;9.0;3.0;19.7;83.3
SMA;20171015;0;0;198;2.2;9.7;151;0;0;1028.4;0.0;92;9.2;13.9;9.3;3.7;20.9;81.2
SMA;20171016;0;0;225;2.5;13.0;154;0;0;1027.7;0.0;100;10.2;14.7;9.4;4.7;22.5;72.0
SMA;20171017;0;0;180;2.2;10.8;154;0;0;1023.7;0.0;100;9.9;14.3;9.6;4.4;21.6;70.9
SMA;20171018;0;0;207;2.9;16.6;144;0;0;1017.6;0.0;100;9.9;12.9;8.6;3.2;19.4;73.0
SMA;20171019;0;0;53;3.6;19.1;120;0;0;1015.1;0.0;68;6.6;13.1;9.1;3.5;19.0;71.1
SMA;20171020;0;0;236;6.5;43.9;79;0;0;1017.7;0.0;27;2.6;13.6;9.9;4.2;19.2;71.6
SMA;20171021;0;0;228;10.8;55.4;91;0;0;1018.9;3.5;37;3.6;14.7;8.8;5.5;19.0;72.7
SMA;20171022;0;0;234;16.6;45.0;80;0;0;1020.2;3.4;22;2.1;8.8;6.2;-0.2;11.2;75.1
SMA;20171023;0;0;229;10.8;36.7;30;0;0;1024.0;2.7;1;0.1;7.1;5.8;-1.8;8.4;87.7
SMA;20171024;0;0;196;3.2;13.7;117;0;0;1027.1;0.1;70;6.6;10.1;7.2;1.4;15.1;80.2
SMA;20171025;0;0;194;2.5;13.0;124;0;0;1026.4;0.0;83;7.8;12.0;7.1;3.5;17.7;77.2
SMA;20171026;0;0;217;2.5;14.0;118;0;0;1026.6;0.0;88;8.2;13.0;8.8;4.7;18.9;76.3
SMA;20171027;0;0;302;8.3;44.6;43;0;0;1027.0;0.3;13;1.2;10.9;5.6;2.8;13.3;75.9
SMA;20171028;0;0;254;8.6;33.1;95;0;0;1026.3;0.0;42;3.9;7.3;4.0;-0.6;11.2;76.8
SMA;20171029;0;0;249;16.2;58.3;17;0;0;1018.6;3.4;0;0.0;8.1;5.8;0.4;9.6;76.6
SMA;20171030;0;0;47;7.6;29.5;112;0;0;1024.6;0.0;74;6.7;4.7;1.7;-2.8;8.7;76.3
SMA;20171031;0;0;45;5.8;22.7;119;0;0;1026.2;0.0;96;8.7;4.0;0.1;-3.3;8.9;78.1
SMA;20171101;0;0;180;2.5;11.2;113;0;0;1024.0;0.0;91;8.3;6.5;1.6;-0.4;12.7;79.5
SMA;20171102;0;0;233;10.8;59.8;86;0;0;1018.8;0.0;32;2.9;11.1;6.2;4.4;15.0;67.9
SMA;20171103;0;0;63;4.3;21.6;114;0;0;1016.4;0.0;94;8.4;10.9;7.4;4.5;15.7;75.9
SMA;20171104;0;0;207;4.0;21.2;72;0;0;1013.4;0.0;37;3.3;11.1;7.3;4.9;16.0;74.8
SMA;20171105;0;0;250;8.3;43.9;8;0;0;1011.9;15.7;0;0.0;7.2;2.2;1.2;10.4;89.4
SMA;20171106;0;0;27;7.2;30.6;16;0;0;1018.8;9.8;0;0.0;3.2;1.1;-2.6;4.6;90.3
SMA;20171107;0;0;360;7.2;25.2;26;0;0;1016.3;2.3;0;0.0;4.6;3.5;-1.1;6.4;91.6
SMA;20171108;0;0;263;4.3;17.3;17;0;0;1017.4;1.7;0;0.0;4.2;3.3;-1.3;5.4;90.6
SMA;20171109;0;0;349;2.5;12.6;22;0;0;1022.7;0.0;0;0.0;4.7;3.4;-0.6;5.8;90.5
SMA;20171110;0;0;238;11.5;48.2;22;0;0;1022.5;1.9;0;0.0;5.3;4.3;0.2;6.5;85.8
SMA;20171111;0;0;237;21.6;79.6;28;0;0;1016.1;12.7;0;0.0;6.9;5.1;2.0;8.2;85.9
SMA;20171112;0;42;238;23.8;100.8;21;0;0;1006.2;20.0;0;0.0;6.9;1.2;2.1;11.1;86.8
SMA;20171113;0;0;319;5.8;26.6;46;0;0;1014.8;1.9;11;0.9;2.1;0.6;-2.5;5.2;88.1
SMA;20171114;0;0;50;6.5;25.2;82;0;0;1024.2;0.0;57;4.7;0.9;-1.4;-3.6;4.7;87.2
SMA;20171115;0;0;50;6.5;25.2;53;0;0;1024.3;0.0;33;2.7;0.7;-1.0;-3.6;3.4;84.4
SMA;20171116;0;0;37;5.0;18.7;24;0;0;1023.4;0.0;0;0.0;0.5;-0.8;-3.6;2.1;83.6
SMA;20171117;0;0;49;4.7;16.9;58;0;0;1024.6;0.0;10;0.9;1.8;-0.9;-2.2;4.6;86.9
SMA;20171118;0;0;242;6.8;24.8;13;0;0;1022.9;0.0;0;0.0;3.3;2.5;-0.6;4.3;83.9
SMA;20171119;0;0;242;7.9;36.7;18;0;0;1021.1;3.8;1;0.1;2.2;0.3;-1.5;4.2;90.0
SMA;20171120;0;0;214;6.1;30.2;24;0;0;1022.5;0.0;0;0.0;3.0;0.2;-0.6;5.5;82.8
SMA;20171121;0;0;222;6.5;31.7;40;0;0;1019.3;0.6;11;0.9;6.2;4.0;2.7;9.6;76.8
SMA;20171122;0;0;207;2.5;17.3;85;0;0;1015.0;0.0;98;7.9;6.7;3.0;3.4;12.6;74.2
SMA;20171123;0;0;205;8.3;43.6;57;0;0;1015.0;0.0;39;3.2;8.9;3.3;5.7;13.1;57.5
SMA;20171124;0;0;231;5.8;43.6;60;0;0;1016.1;0.0;53;4.2;9.7;5.7;6.6;14.0;64.6
SMA;20171125;0;0;257;10.8;43.9;10;0;0;1014.1;11.5;0;0.0;5.4;1.6;2.4;9.5;87.0
SMA;20171126;0;0;238;10.4;37.8;36;0;0;1025.7;0.5;20;1.6;0.9;-0.6;-2.0;2.8;79.6
SMA;20171127;0;0;227;13.7;54.4;48;0;0;1024.6;0.0;12;0.9;3.0;0.6;0.2;5.5;62.7
SMA;20171128;0;0;231;13.7;48.6;31;0;0;1011.0;1.6;1;0.1;3.7;1.9;1.0;5.1;65.9
SMA;20171129;0;0;257;6.1;27.4;16;0;0;1006.0;1.1;0;0.0;1.8;0.0;-0.8;3.2;86.6
SMA;20171130;0;0;221;11.9;36.0;21;2;0;1006.9;1.8;0;0.0;0.2;-0.5;-2.3;1.1;81.2
SMA;20171201;0;0;11;5.0;30.6;50;0;2;1011.3;1.6;24;1.9;-1.1;-2.3;-3.5;0.6;84.8
SMA;20171202;0;0;47;8.3;35.3;16;0;2;1019.5;0.0;0;0.0;-0.7;-1.2;-3.0;-0.1;76.3
SMA;20171203;0;0;288;5.0;20.9;30;2;1;1025.2;0.1;0;0.0;-1.4;-2.2;-3.6;-0.5;72.9
SMA;20171204;0;0;220;6.8;23.8;13;0;4;1031.9;0.8;0;0.0;0.5;-1.3;-1.6;2.3;88.1
SMA;20171205;0;0;72;2.9;13.7;44;0;1;1036.3;0.0;14;1.1;1.3;-0.3;-0.8;4.5;92.9
SMA;20171206;0;0;117;3.2;12.2;10;0;1;1033.4;0.0;0;0.0;-0.5;-1.3;-2.5;0.5;96.8
SMA;20171207;0;0;202;8.6;43.6;73;0;1;1023.9;0.0;90;6.9;1.8;-1.5;-0.1;5.4;79.4
SMA;20171208;0;0;245;18.7;64.8;13;4;0;1014.3;22.4;0;0.0;2.5;-1.4;0.7;6.3;85.9
SMA;20171209;0;0;239;10.8;42.5;52;5;5;1016.9;0.5;31;2.4;-2.1;-3.4;-3.9;-0.1;81.7
SMA;20171210;0;0;214;11.9;115.2;6;0;5;998.5;16.6;0;0.0;-0.5;-4.4;-2.2;5.5;84.6
SMA;20171211;0;0;246;9.0;59.4;17;0;0;986.9;4.1;0;0.0;3.4;1.8;1.8;5.7;91.9
SMA;20171212;0;0;248;11.5;70.6;12;0;0;1010.2;0.2;0;0.0;1.5;-0.6;-0.1;4.5;83.9
SMA;20171213;0;0;216;10.8;50.4;53;0;0;1012.7;0.2;51;3.9;0.7;-1.7;-0.8;3.4;76.7
SMA;20171214;0;4;230;20.9;104.4;15;5;0;1002.0;29.7;0;0.0;2.7;-0.2;1.2;9.0;87.0
SMA;20171215;0;0;235;15.1;58.0;54;0;5;1000.1;5.8;43;3.3;2.6;0.6;1.2;4.8;76.8
SMA;20171216;0;0;243;7.9;27.7;7;0;5;1010.8;3.4;0;0.0;0.8;-0.3;-0.5;1.7;91.5
SMA;20171217;0;0;249;7.9;28.1;31;2;5;1023.9;0.5;4;0.3;-0.2;-1.6;-1.5;1.3;81.9
SMA;20171218;0;0;209;7.2;34.9;17;0;7;1023.7;5.4;0;0.0;-0.6;-2.1;-1.8;0.4;89.9
SMA;20171219;0;0;288;2.5;10.1;17;0;4;1031.9;0.1;0;0.0;0.7;-0.1;-0.5;1.7;93.2
SMA;20171220;0;0;45;3.6;10.4;28;0;3;1033.7;0.1;5;0.4;0.7;0.2;-0.4;2.0;92.3
SMA;20171221;0;0;207;4.7;15.8;51;0;3;1036.3;3.3;35;2.6;2.2;0.2;1.1;4.7;88.5
SMA;20171222;0;0;198;3.2;11.2;12;0;0;1035.2;5.7;0;0.0;3.6;2.5;2.6;4.8;97.1
SMA;20171223;0;0;204;4.7;20.5;15;0;0;1035.8;0.1;0;0.0;3.9;2.4;2.9;5.0;96.9
SMA;20171224;0;0;216;6.8;22.7;19;0;0;1030.9;0.0;0;0.0;0.7;-0.9;-0.2;2.3;94.4
SMA;20171225;0;0;198;2.9;15.8;30;0;0;1021.4;0.0;0;0.0;-0.8;-2.0;-1.7;0.4;97.1
SMA;20171226;0;0;227;8.6;77.0;22;0;0;1009.5;0.0;9;0.7;1.7;-2.3;0.9;5.6;83.1
SMA;20171227;0;0;241;9.0;56.9;10;3;0;991.0;2.5;0;0.0;1.7;-0.1;0.9;3.5;86.6
SMA;20171228;0;0;248;17.3;54.7;20;0;3;1002.0;1.7;1;0.1;0.0;-1.0;-0.8;1.8;78.3
SMA;20171229;0;0;228;11.9;55.8;53;0;1;1010.7;2.0;55;4.2;-0.1;-2.5;-0.8;3.2;65.8
SMA;20171230;0;0;223;24.5;85.7;16;0;1;1012.0;8.2;0;0.0;6.0;0.9;5.3;10.9;85.3
SMA;20171231;0;0;230;19.8;89.6;68;0;0;1013.8;0.0;97;7.4;9.6;5.0;9.0;12.3;64.5

stn;time;breclod0;brefard0;dkl010d0;fu3010d0;fu3010d1;gre000d0;hns000d0;hto000d0;pp0qnhd0;rka150d0;sremaxdv;su2000d0;tre200d0;tre200dn;tre200dv;tre200dx;ure200d0
STG;20170101;0;0;194;2.2;15.1;72;0;0;1021.1;0.0;99;6.0;-0.1;-6.2;-0.1;4.9;57.2
STG;20170102;0;0;256;6.1;27.0;35;9;0;1020.3;5.4;19;1.1;-0.2;-3.6;-0.2;3.2;76.4
STG;20170103;0;0;164;4.0;24.5;57;0;9;1024.1;0.1;42;2.6;-3.0;-4.5;-2.9;-0.7;83.7
STG;20170104;0;0;243;16.2;55.1;14;8;6;1017.8;5.6;0;0.0;-1.1;-2.5;-1.0;0.0;73.8
STG;20170105;0;0;314;12.6;39.2;24;5;12;1023.4;1.4;0;0.0;-4.2;-7.0;-4.1;-1.7;86.1
STG;20170106;0;0;38;5.0;19.1;56;0;15;1033.1;0.4;27;1.7;-9.1;-11.2;-9.0;-7.0;89.1
STG;20170107;0;0;146;4.0;21.6;36;5;15;1030.0;0.1;0;0.0;-8.2;-12.3;-8.0;-2.5;88.9
STG;20170108;0;0;252;2.9;24.5;24;2;20;1027.4;5.6;0;0.0;-2.6;-5.9;-2.4;-1.4;94.5
STG;20170109;0;0;214;2.2;11.9;33;0;18;1023.8;0.0;1;0.1;-3.1;-4.2;-2.9;-2.1;86.4
STG;20170110;0;0;189;4.0;22.3;31;2;18;1010.4;1.2;0;0.0;-2.9;-6.4;-2.7;-0.7;87.0
STG;20170111;0;0;233;11.9;51.5;37;0;18;1013.5;1.1;4;0.3;0.3;-1.5;0.6;3.0;84.3
STG;20170112;0;0;227;10.4;51.1;23;0;10;1010.9;6.5;0;0.0;3.2;1.9;3.5;5.7;85.8
STG;20170113;0;0;255;19.4;87.5;29;4;4;1003.7;4.1;3;0.2;-1.2;-3.7;-0.9;4.8;78.6
STG;20170114;0;0;259;14.4;40.7;17;16;8;1011.7;7.8;0;0.0;-2.5;-4.4;-2.2;-1.2;88.2
STG;20170115;0;0;233;8.3;27.7;52;5;20;1018.2;3.1;4;0.3;-4.0;-5.2;-3.7;-2.6;83.1
STG;20170116;0;0;18;8.3;30.6;32;5;25;1019.3;2.0;1;0.1;-5.8;-7.0;-5.4;-4.6;88.4
STG;20170117;0;0;52;13.3;40.0;16;0;25;1024.0;0.0;0;0.0;-6.8;-7.7;-6.4;-5.8;87.3
STG;20170118;0;0;68;8.3;30.6;52;0;21;1026.5;0.0;19;1.3;-8.2;-10.4;-7.8;-6.3;79.7
STG;20170119;0;0;90;3.2;11.9;48;0;18;1027.8;0.0;8;0.6;-8.7;-10.9;-8.3;-7.1;80.4
STG;20170120;0;0;45;3.2;10.1;35;0;18;1027.6;0.0;0;0.0;-8.8;-9.6;-8.4;-7.6;97.8
STG;20170121;0;0;135;1.4;7.2;71;0;17;1025.6;0.0;11;0.8;-8.6;-10.3;-8.2;-4.9;97.7
STG;20170122;0;0;117;1.1;6.5;76;0;15;1021.7;0.0;26;1.9;-8.4;-10.3;-8.0;-5.0;98.5
STG;20170123;0;0;90;1.1;8.3;83;0;15;1020.4;0.0;40;2.9;-8.3;-11.1;-7.9;-5.6;97.0
STG;20170124;0;0;51;3.2;13.0;19;0;15;1022.0;0.0;0;0.0;-8.2;-9.3;-7.8;-7.1;96.8
STG;20170125;0;0;45;3.2;13.0;26;0;14;1023.0;0.0;0;0.0;-9.5;-10.4;-9.1;-8.6;93.1
STG;20170126;0;0;45;1.4;19.8;42;0;14;1021.0;0.0;5;0.4;-8.7;-9.8;-8.3;-7.4;94.6
STG;20170127;0;0;143;6.5;59.4;94;0;10;1018.1;0.0;76;5.6;-1.9;-8.7;-1.5;7.5;77.1
STG;20170128;0;0;127;6.8;31.3;99;0;10;1018.2;0.0;98;7.3;4.6;-2.2;5.0;9.9;48.1
STG;20170129;0;0;180;4.7;29.5;102;0;9;1021.5;0.0;98;7.3;3.7;1.7;4.1;6.3;63.2
STG;20170130;0;0;197;6.8;37.4;31;0;6;1017.0;5.7;0;0.0;3.8;0.7;4.2;6.7;70.8
STG;20170131;0;0;215;11.9;41.8;17;0;4;1015.1;18.9;0;0.0;5.8;4.7;6.2;6.8;87.6
STG;20170201;0;0;191;6.1;25.2;35;0;0;1016.0;8.6;10;0.8;6.5;4.4;6.9;9.0;86.2
STG;20170202;0;0;162;7.6;48.2;101;0;0;1011.4;0.0;77;6.0;7.7;3.1;8.1;13.8;64.0
STG;20170203;0;0;217;6.5;33.8;43;0;0;1008.0;0.2;9;0.7;5.8;3.1;6.2;9.4;75.6
STG;20170204;0;0;223;11.5;64.1;51;0;0;1003.9;0.8;12;1.0;4.4;2.0;4.8;7.3;70.3
STG;20170205;0;0;198;5.8;38.2;35;3;0;1002.8;2.3;0;0.0;2.4;-0.2;2.7;8.1;67.3
STG;20170206;0;0;214;5.0;15.5;65;0;3;1013.1;5.0;17;1.4;0.8;-0.6;1.1;2.8;90.1
STG;20170207;0;0;180;2.5;15.5;63;0;3;1015.7;2.2;6;0.5;0.6;-1.4;0.9;2.4;89.4
STG;20170208;0;0;24;4.0;16.6;18;0;2;1017.7;0.6;0;0.0;0.2;-2.0;0.4;1.2;97.2
STG;20170209;0;0;13;5.0;18.0;21;0;2;1018.9;0.0;0;0.0;-2.4;-3.2;-2.2;-1.5;90.3
STG;20170210;0;0;31;2.9;9.4;67;0;1;1017.2;0.0;9;0.8;-1.6;-3.3;-1.5;0.9;91.3
STG;20170211;0;0;45;2.5;18.4;50;0;1;1017.9;0.0;0;0.0;-2.2;-4.9;-2.1;0.1;99.1
STG;20170212;0;0;45;4.0;13.0;61;0;0;1021.8;0.0;11;1.0;-2.0;-3.6;-2.0;0.7;99.0
STG;20170213;0;0;20;4.7;16.6;30;0;0;1023.4;0.0;0;0.0;-2.0;-3.2;-2.1;-0.3;96.0
STG;20170214;0;0;153;1.4;8.6;109;0;0;1027.9;0.0;62;5.3;0.4;-4.0;0.3;7.0;85.4
STG;20170215;0;0;180;2.5;13.7;138;0;0;1033.7;0.0;100;8.7;5.6;0.3;5.4;10.3;58.9
STG;20170216;0;0;173;4.7;19.8;137;0;0;1031.1;0.0;98;8.6;6.7;3.3;6.4;9.8;55.0
STG;20170217;0;0;194;9.4;31.3;14;0;0;1026.3;21.3;0;0.0;3.5;0.2;3.1;8.5;82.6
STG;20170218;0;0;68;5.0;22.0;118;0;0;1024.6;0.3;80;7.2;2.3;0.0;1.8;5.6;84.9
STG;20170219;0;0;253;6.5;38.5;143;0;0;1023.4;0.0;82;7.4;3.8;0.2;3.2;8.6;68.7
STG;20170220;0;0;231;10.8;43.9;85;0;0;1022.9;2.4;12;1.1;5.5;3.2;4.8;7.9;66.2
STG;20170221;0;0;231;14.4;41.0;24;0;0;1020.1;2.5;0;0.0;7.6;5.6;6.8;8.9;81.6
STG;20170222;0;0;237;11.5;42.5;67;0;0;1016.8;0.8;12;1.1;8.0;6.0;7.1;11.1;77.3
STG;20170223;0;0;245;14.8;65.2;124;0;0;1008.2;0.0;69;6.4;11.5;4.8;10.5;17.0;40.9
STG;20170224;0;0;239;11.9;64.1;54;0;0;1013.0;4.2;7;0.7;2.2;-0.2;1.1;9.6;82.4
STG;20170225;0;0;90;5.4;22.0;136;0;0;1020.0;0.0;60;5.7;1.3;-2.4;0.1;5.5;79.6
STG;20170226;0;0;225;5.8;36.0;91;0;0;1017.2;0.0;16;1.5;6.2;0.8;4.8;11.0;49.6
STG;20170227;0;0;148;7.9;56.9;163;1;0;1007.6;0.0;94;9.1;8.0;4.7;6.5;11.4;46.9
STG;20170228;0;51;236;15.1;70.2;59;0;1;999.6;12.5;11;1.0;3.6;0.4;2.0;11.3;76.3
STG;20170301;0;0;241;16.2;57.6;76;0;0;1008.6;0.3;5;0.5;3.9;0.2;1.8;7.7;68.0
STG;20170302;0;0;241;12.6;54.7;104;0;0;1015.3;3.8;33;3.3;5.3;2.6;3.1;7.6;70.6
STG;20170303;0;0;145;15.5;69.5;150;0;0;1009.5;0.0;69;6.9;7.6;0.6;5.2;13.9;49.9
STG;20170304;0;0;155;25.6;84.2;127;0;0;997.0;0.6;47;4.8;11.0;3.2;8.5;16.7;42.2
STG;20170305;0;0;243;9.7;61.2;131;1;0;1005.2;4.6;40;4.1;4.4;0.6;1.8;7.5;74.3
STG;20170306;0;0;227;10.8;52.2;65;2;1;1004.6;15.0;1;0.1;2.5;-0.1;-0.3;6.6;83.0
STG;20170307;0;0;239;13.3;42.1;51;0;2;1015.3;1.8;3;0.3;1.5;0.5;-1.4;2.5;86.3
STG;20170308;0;0;217;9.0;48.6;112;0;0;1022.1;6.1;31;3.3;3.8;-0.5;0.8;7.1;77.7
STG;20170309;0;0;232;15.1;45.0;24;0;0;1022.2;30.1;0;0.0;7.4;6.7;4.3;8.0;91.7
STG;20170310;0;0;293;6.5;27.0;190;0;0;1025.4;0.0;84;9.0;6.3;3.1;3.0;9.7;69.4
STG;20170311;0;0;56;3.2;19.4;179;0;0;1020.5;0.0;66;7.1;5.6;1.2;2.2;10.3;56.5
STG;20170312;0;0;31;3.6;19.1;202;0;0;1014.6;0.0;97;10.5;5.1;0.0;1.6;10.8;65.8
STG;20170313;0;0;45;3.6;14.8;196;0;0;1023.0;0.0;86;9.4;4.9;-1.1;1.3;9.9;67.4
STG;20170314;0;0;169;5.8;18.7;199;0;0;1031.1;0.0;95;10.4;7.4;2.8;3.7;11.3;51.6
STG;20170315;0;0;63;5.0;19.8;193;0;0;1030.2;0.0;80;8.9;8.2;4.3;4.3;12.4;56.6
STG;20170316;0;0;56;4.3;20.2;209;0;0;1024.0;0.0;98;10.8;8.7;3.6;4.7;13.8;65.0
STG;20170317;0;0;262;14.4;55.8;189;0;0;1017.8;0.0;77;8.6;12.8;7.5;8.7;17.3;53.0
STG;20170318;0;0;241;16.6;56.9;23;0;0;1014.9;14.1;0;0.0;7.2;5.7;3.0;9.4;84.3
STG;20170319;0;0;236;13.0;42.5;104;0;0;1015.6;8.2;9;1.0;10.4;7.6;6.1;13.9;81.9
STG;20170320;0;0;263;5.4;25.2;129;0;0;1013.6;0.0;36;4.1;9.1;7.0;4.7;13.0;84.7
STG;20170321;0;0;270;6.8;28.8;93;0;0;1011.8;0.5;3;0.4;8.3;4.7;3.8;11.4;74.8
STG;20170322;0;0;18;4.0;26.3;22;0;0;1011.7;5.3;0;0.0;3.7;2.8;-0.9;4.8;99.4
STG;20170323;0;0;135;14.4;61.9;221;0;0;1013.2;0.3;91;10.5;10.5;3.6;5.8;16.6;57.1
STG;20170324;0;0;29;7.2;23.8;76;0;0;1021.7;0.0;0;0.0;6.3;5.2;1.5;8.3;93.3
STG;20170325;0;0;36;7.9;30.6;159;0;0;1020.4;0.0;53;6.2;6.3;4.0;1.4;10.1;86.4
STG;20170326;0;0;180;6.1;21.2;118;0;0;1020.1;0.0;9;1.0;5.7;1.9;0.7;10.0;77.7
STG;20170327;0;0;82;5.8;36.4;241;0;0;1021.7;0.0;100;11.7;7.2;-0.1;2.1;12.9;69.5
STG;20170328;0;0;189;7.2;19.8;230;0;0;1024.6;0.0;90;10.7;11.1;6.9;5.9;15.4;60.0
STG;20170329;0;0;135;5.4;20.5;212;0;0;1027.5;0.0;82;9.9;11.7;7.9;6.4;15.0;62.6
STG;20170330;0;0;53;5.0;19.8;236;0;0;1025.9;0.0;94;11.3;12.0;6.8;6.6;17.0;61.0
STG;20170331;0;0;135;4.7;21.6;232;0;0;1019.2;0.0;86;10.5;14.2;9.4;8.7;18.2;50.2
STG;20170401;0;0;234;6.8;31.7;162;0;0;1013.1;0.0;42;5.1;11.3;7.6;5.7;14.4;57.4
STG;20170402;9;674;7;5.4;23.4;209;0;0;1017.8;1.2;52;6.4;9.9;6.8;4.2;13.3;73.8
STG;20170403;1;61;45;7.2;30.6;183;0;0;1022.6;19.3;47;5.9;10.4;7.9;4.6;14.9;81.6
STG;20170404;0;3;143;5.4;28.8;99;0;0;1021.9;5.5;7;0.9;8.1;5.5;2.2;11.3;82.6
STG;20170405;0;0;101;5.8;18.4;134;0;0;1022.0;0.1;17;2.1;7.4;4.8;1.4;10.9;78.1
STG;20170406;0;0;23;6.8;30.6;129;0;0;1023.8;0.0;26;3.3;5.5;2.0;-0.6;8.3;73.2
STG;20170407;0;0;63;4.0;19.4;235;0;0;1023.7;0.0;69;8.7;7.1;1.0;0.9;13.6;66.8
STG;20170408;0;0;63;4.3;15.1;267;0;0;1023.3;0.0;98;12.4;10.1;4.1;3.7;15.6;65.8
STG;20170409;0;0;135;6.1;20.9;271;0;0;1024.1;0.0;99;12.5;14.3;9.4;7.8;18.8;54.0
STG;20170410;0;2;262;14.0;47.2;262;0;0;1021.3;0.0;80;10.2;16.1;10.2;9.5;20.3;43.8
STG;20170411;0;1;24;6.5;27.4;166;0;0;1023.4;0.0;24;3.0;8.2;5.2;1.5;11.5;68.5
STG;20170412;0;0;270;7.6;37.8;268;0;0;1019.2;0.0;90;11.5;10.7;4.1;3.9;17.3;58.3
STG;20170413;0;0;274;11.9;39.2;195;0;0;1016.1;0.0;53;6.8;11.4;6.9;4.4;15.4;56.1
STG;20170414;0;0;243;5.8;24.1;95;0;0;1016.8;0.0;4;0.5;8.4;4.8;1.3;11.1;71.0
STG;20170415;0;0;247;11.5;36.0;94;0;0;1017.7;0.7;1;0.2;9.4;7.4;2.2;12.4;67.7
STG;20170416;0;0;234;10.1;40.7;26;0;0;1020.3;29.3;0;0.0;4.5;0.9;-2.8;7.6;90.3
STG;20170417;0;0;252;13.0;50.8;114;0;0;1017.7;8.2;3;0.4;4.9;1.5;-2.6;8.3;79.5
STG;20170418;0;34;273;10.1;42.1;92;5;0;1020.8;4.6;7;0.9;0.4;-1.1;-7.2;2.6;88.3
STG;20170419;0;1;25;9.0;39.6;112;0;5;1026.3;6.7;9;1.2;-0.8;-2.7;-8.6;1.8;91.0
STG;20170420;0;0;69;7.2;26.6;236;0;2;1031.1;0.0;54;7.1;0.0;-3.4;-7.9;3.5;66.3
STG;20170421;0;0;126;7.9;28.8;304;0;0;1029.3;0.0;100;13.1;4.2;-2.7;-3.9;9.7;50.8
STG;20170422;0;0;315;9.0;39.6;230;0;0;1023.7;3.3;61;8.0;7.4;1.8;-0.8;12.6;57.3
STG;20170423;0;0;79;7.6;23.0;240;0;0;1022.3;0.9;54;7.1;4.9;1.2;-3.5;8.8;68.4
STG;20170424;0;0;141;7.2;29.9;303;0;0;1015.3;0.0;93;12.5;8.7;0.5;0.2;16.1;62.3
STG;20170425;0;0;239;11.2;50.0;88;0;0;1008.4;12.8;3;0.5;9.2;4.4;0.5;12.7;74.4
STG;20170426;0;0;18;4.0;15.5;47;1;0;1008.7;15.2;0;0.0;0.9;-0.2;-8.0;4.7;98.8
STG;20170427;0;0;315;3.6;15.1;45;25;1;1012.2;25.2;0;0.0;0.5;-0.8;-8.5;2.5;97.8
STG;20170428;0;0;207;6.1;23.8;78;10;26;1013.6;39.2;1;0.1;0.6;-1.0;-8.6;2.3;92.8
STG;20170429;0;0;98;7.2;19.8;325;0;25;1016.8;0.0;99;13.4;4.2;-0.8;-5.2;8.3;68.2
STG;20170430;0;0;119;6.8;52.6;332;0;7;1010.3;0.0;98;13.3;8.3;1.7;-1.2;14.2;53.7
STG;20170501;0;0;218;12.2;44.3;56;0;3;1012.8;10.3;0;0.0;4.8;2.7;-5.1;11.2;80.0
STG;20170502;0;0;169;6.8;30.2;231;0;0;1015.8;2.0;46;6.4;7.6;2.6;-2.5;12.0;69.8
STG;20170503;0;0;135;7.6;24.5;217;0;0;1017.1;1.5;34;4.7;7.9;5.4;-2.3;11.7;76.2
STG;20170504;0;29;198;6.8;41.4;116;0;0;1015.5;14.9;13;1.7;7.0;4.1;-3.4;11.4;84.1
STG;20170505;0;0;50;7.6;26.6;285;0;0;1017.3;0.6;71;10.0;9.6;6.0;-1.0;14.2;70.3
STG;20170506;0;0;240;9.4;38.9;139;0;0;1011.6;12.9;14;2.0;9.5;5.3;-1.2;16.5;81.0
STG;20170507;0;0;228;13.3;41.0;61;0;0;1016.2;9.9;0;0.0;8.5;7.3;-2.4;10.0;86.8
STG;20170508;0;0;252;10.4;29.9;55;0;0;1017.6;19.9;0;0.0;7.4;5.3;-3.6;9.2;89.9
STG;20170509;0;0;45;5.8;22.3;175;0;0;1016.2;5.4;11;1.5;5.8;3.3;-5.4;9.3;77.6
STG;20170510;0;0;79;5.8;31.0;342;0;0;1008.8;0.0;95;13.5;10.0;1.7;-1.3;16.9;65.8
STG;20170511;0;0;148;14.4;62.3;184;0;0;1002.3;0.0;29;4.1;15.3;10.7;3.8;19.1;42.6
STG;20170512;1;703;193;9.7;36.7;192;0;0;1006.6;6.1;27;3.9;12.8;9.8;1.2;18.7;73.3
STG;20170513;1;416;207;8.6;30.6;221;0;0;1015.1;5.9;39;5.6;14.2;10.2;2.5;18.9;68.3
STG;20170514;8;612;196;8.6;64.8;200;0;0;1024.1;12.8;36;5.2;12.5;8.7;0.6;17.5;79.5
STG;20170515;0;0;101;6.5;21.2;258;0;0;1030.1;0.0;57;8.3;13.4;8.4;1.4;18.0;68.4
STG;20170516;0;0;29;5.8;24.1;346;0;0;1029.2;0.0;99;14.4;15.6;10.5;3.5;20.7;55.0
STG;20170517;0;0;90;5.0;25.6;344;0;0;1021.8;0.0;98;14.3;18.0;11.6;5.7;23.3;53.2
